question1,question1_senti,question2,question2_senti,diff_senti,Corelation_API,Corelation_tfidf,is_duplicate
What are some good psychological hacks?,0.79894079,What is the coolest psychological trick?,0.5,0.29894079,0.707504908,0.373221597,1
What is the velocity of a photon in a black hole?,0.5,What is the velocity of a photon attracted to singularity?,0.826678809,0.326678809,0.738692449,0.584237272,0
How can I be feminine?,0.5,How can I be more graceful and feminine?,0.922567128,0.422567128,0.8692195,0.718683992,0
How do I score a good percentage in HSC Maharashtra boards?,0.5,How do I score good in Physics in 12th HSC Board exam?,0.725405969,0.225405969,0.730388776,0.612606615,0
How do you deal with emotionally abusive parents?,0.123244183,Psychology of Everyday Life: How do I deal with emotionally abusive parents?,0.178238227,0.054994044,0.945275548,0.76970801,1
I want a real and effective way to make $ 500 per month with the knowledge that I have no money to invest?,0.248935268,The real effective way to make $ 500 per month with the knowledge that I have no money to invest?,0.761031456,0.512096188,0.983853745,0.962245437,1
What is the basic purpose of nuclear bomb?,0.5,For what purpose are the nuclear bombs?,0.5,0,0.896058722,0.880702608,1
What will be the implications of banning 500 and 1000 rupees currency notes on Indian economy?,0.5,How does the introduction of new 500 and 2000 denomination currency and stopping old 500 & 1000 denomination currency help/ affect India's economy?,0.302648406,0.197351594,0.805459119,0.380908901,1
What web script or CMS is xnxx.com made of?,0.5,What CMS does forbes.com use?,0.5,0,0.699472975,0.390624378,0
What prompted Wheel of Fortune to use the letters R S T L N and E in the bonus round?,0.827131805,"On Wheel of Fortune, why is there so much hand clapping? It occurs after every spin of the wheel & after anyone says anything.",0.5,0.327131805,0.610013624,0.368531006,0
What are tips and hacks at finding cheap flights?,0.836898118,What are some hacks on booking cheap flight tickets?,0.890363279,0.053465161,0.806495812,0.678070955,1
What are the things that make Entrepreneurs sad?,0.088910468,What are some things that make you sad?,0.070617132,0.018293336,0.912052585,0.799163945,0
What is exactly the attention mechanism introduced to RNN (recurrent neural network)? It would be nice if you could make it easy to understand!,0.983107669,Is Hebbian learning mechanism is essential to learn for better understanding artificial neural network? Is it okay to skip Hebbian mechanism?,0.995579761,0.012472092,0.775426434,0.236425583,0
Can a student visa holder in Canada get permanent residence?,0.5,How can I move to Canada legally with a student visa?,0.879866728,0.379866728,0.759770392,0.485173746,0
How do I choose the best taxi services in Udaipur?,0.974122164,How do I choose best taxi service in Udaipur? How can I find that?,0.948105997,0.026016167,0.960446081,0.94558115,1
Is Donald Trump really a racist?,0.5,"Do you think Donald Trump is a racist? If so, why?",0.27152038,0.22847962,0.923275462,0.813546935,1
How can I find work experience in Investment banking in London?,0.5,How do I find investment banking work experience in London?,0.5,0,0.990978155,0.982359792,1
What is a weak entity in DBMS? Why is it called weak?,0.069416076,How do strong entity and weak entity sets differ in DBMS?,0.187704018,0.118287941,0.85336951,0.736146256,1
What are some beginner level dynamic programming problems that one can try practicing on CodeChef and other online judges?,0.774720684,"What are some good problems that uses Dynamic Programming on Topcoder, Codeforces, Codechef and SPOJ?",0.870408792,0.095688108,0.790471414,0.43035826,0
Is Quora useful?,0.782167667,What is Quora most useful for?,0.958326672,0.176159005,0.933682273,1,0
Why do not photons obey E = m c ^ 2?,0.080234114,How can photons have no mass and yet still have energy given that [math]E=mc^2[/math]?,0.202801915,0.122567802,0.650023209,0.233955275,0
What causes a car to lose power while driving?,0.041837291,What should I do if my car is losing power while I'm driving?,0.049950872,0.008113581,0.859360882,0.899088745,0
Do irregular periods after marriage delay conceiving?,0.012802265,Do irregular menstrual periods affect female fertility?,0.182499931,0.169697666,0.724900752,0.383467445,1
What is a Marketing Director?,0.5,What is it like to be a marketing director?,0.724605615,0.224605615,0.948377927,0.9229801,0
What is e-construction?,0.5,What are constructers in Java?,0.5,0,0.66158238,0.776195267,0
What is the district of Edgware and how does the lifestyle compare to the London Borough of Islington?,0.5,What is the county of Edgware and how does the lifestyle compare to the London Borough of Enfield?,0.5,0,0.930638132,0.679422486,0
What are some examples of friction in everyday life?,0.5,What are the best life hacks with everyday objects?,0.936602715,0.436602715,0.761609701,0.438447271,0
What are the best institutes to study a big data course in Hyderabad?,0.891712379,What are the best institutes for big data in Hyderabad?,0.867315007,0.024397372,0.971330109,0.854404259,1
What is a safe way to lose 40 pounds in 5 weeks?,0.169365455,Is it safe to lose 40 pounds in 2 weeks?,0.197443424,0.028077969,0.96377382,0.962141729,0
Can I earn from Quora?,0.5,How can I use Quora to make money?,0.5,0,0.822369127,0.385031261,0
Which option should I choose for MBA: TERI or ISBR?,0.5,"What is your review of TERI University, New Delhi?",0.5,0,0.563704006,0.413428239,0
What are some movies you can't go your whole life without seeing?,0.249254959,What are the movies one must see in his life?,0.5,0.250745041,0.889543892,0.469169731,0
What does each line mean from the song STARBOY by Weeknd ?,0.5,What is the meaning of the song Valerie by The Weeknd?,0.5,0,0.733777178,0.519652398,0
How many times will you have sex in a day?,0.740076532,How many times should one have sex a day?,0.768017332,0.0279408,0.922226796,0.849777092,1
What causes people to judge a person by the way they look?,0.5,Why do we often judge people by their appearance?,0.5,0,0.891804899,0.451780143,1
How much equity should I get as CTO?,0.5,How much equity should I get as CTO/co-founder?,0.5,0,0.993504341,0.790079348,1
How does one ejaculate without achieving orgasm?,0.224889417,Can one ejaculate without orgasm?,0.5,0.275110583,0.926622474,0.86220032,1
What is the need of a president in a country like India?,0.5,Is a president needed in a country like India?,0.5,0,0.971120019,1,1
What are some of the best new camping inventions?,0.897262344,What are some of the best new outdoor technology inventions?,0.934152539,0.036890196,0.890082958,0.477499539,0
Why are Indians obsessed with God and religion?,0.778745555,Are Indians so obsessed with the notion of religion and caste?,0.273371138,0.505374418,0.89148527,0.595259496,1
How can I improve my c programming skills?,0.940897573,How can I improve my C programming?,0.940897573,0,0.945894502,0.792542091,1
What are some funny classic Bollywood songs?,0.974540509,Which is the funniest Bollywood song of 2016?,0.929613266,0.044927242,0.872628869,0.436543944,0
What is are the best jobs in the Philippines?,0.93861149,What is the best work in the Philippines?,0.901276169,0.03733532,0.899097884,0.7421738,1
What is the one thing that you would like to do if you had an unlimited amount of money?,0.797278158,"If you had an unlimited amount of money, what would you do with your life?",0.846439255,0.049161097,0.97180097,0.786345783,1
Who owns FinViz.com?,0.5,Who owns BillGates.com?,0.5,0,1,0.188355988,0
How can i make money online easily?,0.5,How do I quickly and easily make money online with available investment?,0.991766699,0.491766699,0.957491581,0.665053345,0
How can I measure my body fat ?,0.5,How do I reduce body fat properly?,0.5,0,0.781434522,0.507731659,0
What is the best european country to start a business?,0.933931216,What's the best European country to start a business in (as a U.S. citizen)?,0.936638884,0.002707668,0.965534129,0.858758317,1
Why do some people not believe in God?,0.084497778,Why are some people atheists?,0.227924957,0.143427179,0.871254451,0.210208975,0
Which one is correct? “please let me know if you have any question” or ”please let me know if you have any questions”,0.5,"Is it correct to say ""please let me know if you need help"" or must I use ""whether""?",0.94019958,0.44019958,0.955105991,0.585081653,0
Why do some answers collapse in Quora?,0.052418694,Why are so many good quality answers collapsed on Quora?,0.146898749,0.094480055,0.90930341,0.754625671,1
Which is the best non-fiction book you have ever read?,0.931993475,What are some good non-fiction books that I should read?,0.878356396,0.053637079,0.855658701,0.85291264,1
What is the best SIP Plan in India?,0.952930792,Which Best SIP plan in india for investement purpose?,0.920706434,0.032224358,0.878736063,0.810102327,1
Where does Mexico get its gasoline from?,0.5,How can someone from Mexico get into MIT?,0.5,0,0.658759114,0.443576283,0
How do purified and distilled water differ?,0.861323757,How are distilled water and purified water the same?,0.758441538,0.10288222,0.878577713,0.912253671,1
Do I need any previous knowledge of Star Wars franchise to see/appreciate Rogue One: A Star Wars Story?,0.017866649,Do I have to have seen any other Star Wars movies to understand Rogue One: A Star Wars Story?,0.028421523,0.010554874,0.935171086,0.676358691,1
What was the best advice you've ever received?,0.938509815,What is the best advice you ever received?,0.923448215,0.015061601,0.963204843,0.882826822,1
What kind of heat sink do I need on my motherboard?,0.803086246,What kind of hardware is needed to install Mac?,0.911153311,0.108067064,0.647079688,0.250948445,0
How often does an ATM make a mistake in receiving or dispensing cash?,0.149295387,How can you find if there is cash in your nearest ATM?,0.5,0.350704613,0.76358267,0.389235063,0
Could Bruce Lee stand MMA fighters?,0.5,Would Bruce Lee at his peak be able to contend with today's top MMA fighters?,0.763959534,0.263959534,0.789116306,0.645164689,1
What is it like to be discreetly wealthy in Europe?,0.9730152,What is it like to be discreetly wealthy?,0.884700918,0.088314283,0.975753512,0.89999062,0
Was the White House built by slaves?,0.5,Was the White House entirely built by slaves?,0.5,0,0.956204645,0.88944792,1
What are the best Pokemon hacks?,0.946552127,What are some of the best Pokemon Go hacks?,0.94979511,0.003242983,0.967056844,0.905018764,1
"What is a ""Real Programmer""?",0.5,"What is the definition of ""real programmer""?",0.5,0,0.977552847,0.77213812,1
What will be the output of this C program?,0.5,What will be output of this C++ program?,0.5,0,0.832737924,1,0
Why we need step down voltage for distribution?,0.235903533,"Why don't we say, ""ununderstandable?"" After all, we say, ""understandable.""",0.293147317,0.057243784,0.486481282,0,0
Some of the biggest mistake in life?,0.147229456,Are mantras always good in nature? Can you share some evil mantras and their meaning?,0.973997504,0.826768048,0.672430232,0,0
How do I write a good thesis title?,0.77558389,Can I write my master thesis in one week?,0.5,0.27558389,0.774613545,0.511710203,0
What should be a daily routine for anyone?,0.5,What is your daily routine?,0.5,0,0.920152872,0.873194088,0
What are some WordPress themes?,0.5,Are there WordPress theme recommended?,0.5,0,0.801516276,0.844336951,0
How can I lose 15 kilos in 5 months?,0.060304406,How do I lose 5 kilos in a month?,0.046788162,0.013516243,0.976932367,0.858724821,0
Is there going to be war against Russia?,0.204800127,What is the likelihood of war with Russia?,0.210979772,0.006179645,0.844276425,0.579532935,1
What is cost of 60kwatt solar power project?,0.5,"What is the most powerful, easy-to-make solar cooker for a school project?",0.5,0,0.786097113,0.376702798,0
What are my chances of being admitted into the Cornell M.Eng. program in ECE?,0.753591295,What are my chances to be admitted by the Cornell M.Eng. program in ECE?,0.768670413,0.015079118,0.988648535,1,0
"How come people on Quora ask questions here, when they can get them on Google and why is Quora just a question/answer site, will it expand?",0.5,Why do people ask questions on Quora that can easily be answered by Google?,0.931768691,0.431768691,0.951732111,0.653152652,1
What should be India's move against Pakistan after Nagrota attack?,0.5,What steps should be taken immediately by our country against Pakistan for 29 th November attack?,0.5,0,0.80024913,0.211138246,1
How do I get bokeh effect on 50mm f1.8 when the sweet spot is f5.6?,0.990919268,"Which Canon lenses should I buy, a 50mm f/1.8 or a 24mm f/2.8?",0.5,0.490919268,0.473723074,0.20678163,0
Can a poor person get a good job?,0.021944801,How should i find a good job?As i am so much confused whether to go for preparation of exams or job hunt.,0.099672446,0.077727645,0.806375759,0.264880534,0
What are the indicators of GDP as a good measure of standard of living?,0.5,"How GDP might be a misleading measure of standard of living? how it might increase GDP but we would not, as a society...",0.18927601,0.31072399,0.759374114,0.564730444,1
How do Chinese pronounce Japanese names?,0.5,How are Chinese names converted to Japanese?,0.5,0,0.840887396,0.666269316,0
What would happen if both Trump and Pence were assassinated before taking office?,0.5,What would happen if both Donald Trump and Mike Pence were assassinated before the election?,0.5,0,0.939708192,0.665493394,1
Do employees at Comfort Systems have a good work-life balance? Does this differ across positions and departments?,0.873700424,Do employees at MTS Systems have a good work-life balance? Does this differ across positions and departments?,0.5,0.373700424,0.931876618,0.789105929,0
What are some of the best blogs for articles on Quora?,0.970695971,What are some of the best blogs on Quora?,0.967124205,0.003571766,0.984935745,0.746767203,0
I am DBA and planning for career shift. What are the different options?,0.5,What is the equivalent of a Music Producer in Engineering?,0.5,0,0.519956102,0,0
"What is the summary of Malcolm X's speech ""Ballot or the Bullet""?",0.5,"What does ""X"" mean in Malcolm X?",0.5,0,0.716401229,0.478710204,0
So you would not answer my question?,0.5,Why my question not any answer ?,0.246401618,0.253598382,0.960904655,1,0
Is the lowest sum rule still used in naming of organic compounds?,0.257355395,Is the lowest sum rule still used in naming organic compounds?,0.258984128,0.001628733,0.999964894,1,1
What are the best arguments for the war on drugs?,0.21854728,What are the strongest arguments for and against the war on drugs?,0.175035392,0.043511887,0.899603945,0.804742682,1
How do you sync your iPod to iTunes?,0.5,How do you connect to iTunes on your iPod?,0.5,0,0.959902977,0.691969166,0
How many all time views do you have on your Quora answers (not questions) stats?,0.258313743,How many all time views do you have on your Quora questions (not answers) stats?,0.258313743,0,1,1,1
How do I connect three phase power with change overswitch to db three phase show the diagram?,0.5,"How does three-phase AC power generated during regenerative braking in trains, get converted back to single-phase AC to be fed back to the catenary wire?",0.749567083,0.249567083,0.528914215,0.33470032,0
Can anyone send me the link to solution manual of Financial Accounting a managerial perspective by Narayanaswamy?,0.741716733,Is it my lcd cables or lcd glass inside my laptop that is broken?,0.262050557,0.479666176,0.422885217,0,0
"How is it decided before birth whether a newborn baby will be Muslim, Christian, Buddhist or Jewish?",0.5,Why is the term blog often used as a prefix in a URL? For example: blog.domain.com instead of domain.com/blog.?,0.5,0,0.439619269,0,0
Why is technical drawing important for designers?,0.909384323,Why is technical drawing important in engineering?,0.907888968,0.001495355,0.942832242,0.822043696,0
Why is India afraid of having referendum in Kashmir?,0.033576819,What is so wrong with the idea of having a referendum on Kashmir?,0.074625211,0.041048392,0.854539662,0.669056512,0
What are the prominent features of usability that your organization considers while purchasing the ERP system?,0.848179266,What are the prominent features of usability that your organisation considers while purchasing the ERP system?,0.842493383,0.005685883,0.991631536,0.88229089,1
what are the signs a guy likes you ?,0.893468984,How do I tell if a guy likes me?,0.934464978,0.040995994,0.89267873,0.551085178,1
How do I deal with a dominating friend?,0.829489234,How should I deal with dominating friends?,0.862795837,0.033306603,0.932272478,1,1
Is potential energy theoretical?,0.972155025,"Is ""potential energy"" truly relative?",0.80496313,0.167191895,0.624380812,0.519086522,0
What are some of the best things Donald Trump has said?,0.943464326,What is the best thing Donald Trump has done?,0.919041347,0.02442298,0.933248876,0.668148731,0
How can I delete Facebook messages or Conversation?,0.5,How do I delete Facebook messages that I send to others?,0.5,0,0.945603794,0.673387778,1
How important our education?,0.907552223,How important is education?,0.926339943,0.01878772,0.967922644,1,1
How common is it for a woman to like anal sex?,0.800694245,How common is anal sex?,0.800234557,0.000459688,0.88219275,0.839772729,0
What are the best universities in Germany for a Master's in computer science?,0.938059479,What are some good universities in Germany for masters in computer science?,0.78908012,0.148979359,0.952640926,0.929657366,1
What kind of programming language should I learn if I want to debug a game-making website like Zondle.com?,0.935198436,What programming language should I learn if I want to create games?,0.959148942,0.023950506,0.948854778,0.457748283,1
Should I tell her husband that his wife cheated on him with me?,0.054914776,Should I tell him that his wife is cheating on him with her ex?,0.081199779,0.026285003,0.956921857,0.726950899,0
How can I prepare for UGC net chemistry?,0.5,How do I prepare for UGC NET (economics)?,0.5,0,0.917930994,0.736541411,0
What is the one shot stop percentage with a Desert eagle 50AE?,0.181624056,Is 3 % the survival chance of a direct hit to the head from a Desert Eagle 50AE?,0.815682614,0.634058558,0.741877377,0.519279921,1
"Where, if anywhere, in the Qur'an does it say that non-believers must be killed? In what context?",0.5,Where does it say in the Christian Bible that you should kill non-believers?,0.265980746,0.234019254,0.86894008,0.436368143,0
Can I paint glass with acrylic paint? Why or why not?,0.2159808,How do you use acrylic paint on glass?,0.5,0.2840192,0.91940836,0.897838126,0
Do parents really love all their kids equally?,0.804037002,Do parents really mean it when they say they love all their children equally?,0.707842186,0.096194815,0.948812067,0.670676378,1
What are the benefits of quitting smoking weed?,0.742718911,What are the benefits and consequences of smoking weed?,0.830284535,0.087565623,0.919490481,0.712106086,0
How would you summarize the purpose of life in one sentence?,0.5,Which is that one inspiring sentence that moved your life?,0.989755093,0.489755093,0.709009601,0.400658609,0
How do I recover my roposo password?,0.5,How to reset password for gmail via sms?,0.5,0,0.650079163,0.149603764,0
How can I unblock my Facebook account on Chrome?,0.5,How can I unblock a Facebook account on Chrome?,0.5,0,0.960355176,1,1
It is very challenging to encompass SNMP in a active measurement platform. Why? Can you also give me reference in literature that proves why?,0.92359641,Do you believe that it is appropriate to refer to staff members by name in a mystery shopping report? Why or why not,0.864269671,0.059326738,0.754100549,0.088637665,0
Did the Airbus A320 from US Airways Flight 1549 (which ditched in the Hudson River) ever fly again?,0.5,Why does US Airways flight 1549 get so much attention when ALM Flight 980 made a successful water landing in the open ocean?,0.824230902,0.324230902,0.598601104,0.381943222,0
Which is the best analytics institute in Bangalore with placement support?,0.948628026,Which are the best analytics institutes in bangalore?,0.929008579,0.019619447,0.884531803,0.796897663,0
How do I distinguish between stock and flow variables?,0.5,What is the the difference between value and growth stocks?,0.973626179,0.473626179,0.71572719,0.205676052,0
"Where, why and how did feudalism start?",0.11507094,How and where did feudalism develop?,0.5,0.38492906,0.92172056,0.813533569,1
Why do people ask questions whose answer can be easily found on the internet?,0.901597574,Why do so many people prefer to ask questions on here and wait for an answer rather than type one or two words in a search engine?,0.700016984,0.20158059,0.918692276,0.264052516,1
How do I stop my addiction to porn and masturbation?,0.047690386,How do I stop addiction to porn?,0.143442078,0.095751691,0.936789275,0.85755135,1
What does a power bank look like when it's being charged?,0.5,What does a Mac do when it gets completely charged?,0.5,0,0.826517472,0.287654624,0
How do you balance the deamnds of being a parent with running a business?,0.5,How do you balance the demands of being a parent with running a business?,0.5,0,0.96932221,0.591247577,1
Is this tvs bike dealership business profitable?,0.758294746,Is royal enfield dealership profitable business?,0.991009582,0.232714836,0.72460815,0.558346337,0
What is the QuickBooks payroll tech support number in Washington?,0.97816722,Which is the best QuickBooks proadvisor tech support number?,0.993479138,0.015311918,0.83974338,0.538337287,1
Have you ever left your home without wearing any underwear?,0.5,What is it like to wear shorts without underwear?,0.5,0,0.691952238,0.635053383,0
What is the difference between plant cell vacuoles and animal cell vacuoles?,0.5,Why do plant cells have large vacuoles?,0.172585172,0.327414828,0.808500923,0.826999721,0
Is there proof of extra terrestrial life?,0.5,Do we have proof for extra terrestial life?,0.5,0,0.866046634,0.535296819,1
"How can the drive from Edmonton to Auckland be described, and how do these cities' attractions compare to those in Regina?",0.915323,"How can the drive from Edmonton to Auckland be described, and how do these cities' attractions compare to those in Oshawa?",0.915323,0,0.951287135,0.750760456,1
What are my options after mechanical engineering?,0.5,What is the best option after btech in mechanical engineering?,0.913655469,0.413655469,0.759920194,0.754460006,1
What is going on between Hrithik roshan & Kangana Ranawat?,0.5,What is going on between Kangana Ranaut and Hrithik Roshan these few days?,0.5,0,0.724610529,0.693354404,1
What are the benefits of Joint Family?,0.802943317,What are the benefits of a joint family?,0.802943317,0,0.999385027,1,1
Is milk vegetarian or non vegetarian?,0.5,Are eggs and milk considered vegetarian or non-vegetarian food?,0.5,0,0.848419149,0.857130753,0
"Is it practically guaranteed I'll be deployed to Afghanistan if I join the Army or National Guard, even in a non-combat related MOS?",0.872041449,What are some great ideas for care packages for a close relative being deployed overseas with the National Guard?,0.980492272,0.108450823,0.710508635,0.347395613,0
Which is the best Mutual Fund in India?,0.957196369,What are mutual funds and which is the best one in India in which to invest?,0.934996636,0.022199733,0.889888416,0.843448558,1
Which books are to be used for preparation for the  Physics Olympiad?,0.5,How can I prepare for the Indian National Physics Olympiad?,0.5,0,0.840815644,0.747666296,0
When should a guy ask a girl on a date?,0.738911151,What should a guy ask on a first date with a girl?,0.759268535,0.020357384,0.979461636,0.910716159,0
What are some ways you can get into Johns Hopkins University?,0.5,How do I get the offer from university such as Johns Hopkins?,0.5,0,0.935739137,0.863879652,1
How school teachers ought to help by?,0.876675678,I'm bad at math because of the way my high school teachers teach me. Is there any way I can get better at math without the help of teachers?,0.154162892,0.722512786,0.813201576,0.593630588,0
What are Bank of America's routing numbers used for?,0.5,What is Bank of America's routing number?,0.5,0,0.963845056,0.954745801,0
Which is better for use in slabs : PPC/PSC or OPC ?,0.912197223,Can filler slab be used for high rises?,0.5,0.412197223,0.350290089,0.261088419,0
What foods can help boost creativity?,0.990778345,What is wrong with these photographs?,0.062492953,0.928285392,0.493660679,0,0
What is the contract theory of government?,0.5,What is contract theory?,0.5,0,0.946300424,0.874870092,0
Which US colleges do not accept IELTS?,0.232011639,Which US universities accept only IELTS?,0.83649513,0.604483491,0.957943266,0.826212854,0
What's the best way to copy music from my iPhone back to iTunes?,0.950942164,How do I backup my pictures and music from my iPhone to iTunes?,0.749413467,0.201528697,0.936997723,0.548436122,1
What is UPI - Unified Payment Interface?,0.790440669,Can someone enlighten me on national payment corporation of India's initiative on Unified Payment Interface?,0.962747274,0.172306605,0.711443387,0.596508921,1
What phone do you use right now?,0.5,Which phone do you use and why?,0.5,0,0.945643334,0.637191235,1
Where can I find best quality DJ for festival in Sydney?,0.973797738,Where can I get best festival DJ services in Sydney?,0.98365977,0.009862031,0.949422101,0.796803904,1
How do I play 4K videos on a Samsung smart TV?,0.981558111,How can I convert and play .UM4 (Samsung 4K TV content) on my Sony 4K TV?,0.890506272,0.091051839,0.885176822,0.642502835,0
Which is the best SEO ‪Company‬ in ‪Delhi‬?,0.956933648,"Which are the best seo companies in Delhi/Ncr, India?",0.931563847,0.025369801,0.871092989,0.779703261,1
Is Eclipse better as an IDE compared to CodeBlocks in Linux for C?,0.936969364,"Which one is better, Dev C++ or Eclipse? Why?",0.5,0.436969364,0.521086429,0.3695899,0
"Do people actually think for themselves, or is it just a fancy notion that people believe some people do?",0.914611057,Is it just me or do people seem to be getting so drawn into themselves that they forget there is a life better then that around them to be truly lived?,0.828649313,0.085961744,0.929230407,0.180825229,0
How can I enjoy my life the most?,0.969441548,How do I enjoy the life?,0.968218807,0.001222741,0.947605932,0.952682765,1
What are the interview questions asked for the post of lecturer in Medicine?,0.5,What are some interesting questions asked in an interview?,0.980334175,0.480334175,0.902100534,0.499999819,0
What is your best sexual experience?,0.963602737,What was your most favorite sexual experience?,0.964399718,0.000796981,0.921703575,0.788766074,1
What are some of the biggest blunders in history?,0.5,What are the biggest blunders in the history of physics?,0.5,0,0.968255466,0.911907755,0
Why do you write fiction?,0.246820965,How exactly DO you write a story?,0.778153051,0.531332087,0.923546257,0.310234858,0
Who invented thermometer?,0.5,Who invented mercury in a thermometer?,0.5,0,0.920035498,0.81298777,0
Is it possible to run away from my life without 'loved ones' tracing me?,0.5,Are you running away from something?,0.5,0,0.849419848,0.459275317,0
Why do people think that they are better than everyone and everything else?,0.901323867,Why is it that people think that they are better than everyone else?,0.930174811,0.028850944,0.990477712,0.876870716,1
What is/are your New Year resolutions for 2017?,0.5,What are some new year resolutions for 2017?,0.5,0,0.904940623,1,1
What is the difference between demonetization in India and Venezuela?,0.5,What is the time difference between India and Ghana?,0.5,0,0.815013133,0.2209815,0
"Is it a good idea for a CEO to take personal criminal liability for a non-profit? Such as ""I, X , hereby certify, under penalty of perjury, that…",0.23109488,A person I know has an idea for a mobile application but no skillset or money to build the application. I don't want to steal his idea so is there a widely accepted standard for example where I would take 90% of the profits for doing all the work and he would get 10% for just the idea?,0.212679338,0.018415542,0.756635228,0.197564967,0
What is the best computer science course I can take that will not focus too much on the language they use?,0.90150396,Can I join VIT or I should take a drop if not selected in JEE Mains?,0.174970039,0.726533921,0.570864533,0.10807314,0
How can I send money from my credit card to my bank account in India with the minimum in fees?,0.839504447,How do I send money from Canada to an Indian bank account?,0.5,0.339504447,0.904297227,0.495828031,0
Is India Developing the right way?,0.5,Is India developing in the right direction?,0.5,0,0.887074362,0.723278532,1
What are some sample replies to an interview invitation?,0.5,Branded apparels on wholesale price?,0.5,0,0.266877836,0,0
Is the government hiding or harboring aliens?,0.058864273,Why won't the government announce aliens? Would there be some kind of distress on earth?,0.092585424,0.033721151,0.655092526,0.279939487,1
What can an introvert do to become an extrovert & vice-versa?,0.5,How do I stop being an introvert and become an extrovert?,0.154700311,0.345299689,0.957837549,0.659394546,1
"What words rhyme with ""saying""?",0.5,"What are words that rhyme with ""not""?",0.288588997,0.211411003,0.965385827,0.890081968,0
What can we do to fix America's inner cities?,0.5,How could America improve inner cities?,0.819072827,0.319072827,0.864290425,0.800565435,1
"How attractive would you rate your physical traits, on a scale of 1 to 10?",0.908723562,How much will you rate your physical appearance in the scale of 1 to 10?,0.5,0.408723562,0.875944898,0.634701922,1
What is the extent of the U.S. Navy's presence inside the Great Lakes?,0.923394333,Does the US Navy have a permanent presence on the Great Lakes?,0.90890999,0.014484343,0.849572754,0.694999444,1
What do you mean by entrepreneur marketing?,0.5,What do you mean by entrepreneur?,0.5,0,0.964216259,0.847611455,0
What kind of bird is this please?,0.892560696,What kind of bird has teeth?,0.830070509,0.062490187,0.731001222,0.663732085,0
What are some common but not easy to get interview questions related to C programming language?,0.82759653,What are the most common/important C programming language interview questions asked?,0.761432666,0.066163863,0.887825612,0.668787696,0
How can I customize my walking speed on Google Maps?,0.745307941,Can custom pins in a Google Map be animated?,0.922227974,0.176920033,0.755501671,0.578864448,0
Should people be fired because of tasteless or racist tattoos?,0.009882286,What should be done with a police officer with a Nazi tattoo?,0.256611106,0.24672882,0.643740987,0.209927424,0
Why are Indians so obsessed about what people from other countries think about India?,0.183448697,Why are Indians so obsessed in knowing thoughts of other countries about them?,0.113082537,0.07036616,0.962603401,0.635371399,1
I told a girl that's in a relationship that I liked her and she says she never know what's going to happen to her relationship. What does that mean?,0.741513774,"I told a girl who has a boyfriend that I liked her, and she says she doesn’t know what's going to happen to her relationship. What does that mean?",0.234599345,0.506914429,0.991346082,0.792104432,1
What happens when you die in a dream?,0.13670026,What happens if you die in a dream?,0.188108666,0.051408407,0.994600066,1,1
For those of you who are fully keto adapted: How long does the euphoric feeling lasted initially? Does it ever subside?,0.947188417,What are the options in Keto vegetarian diet?,0.5,0.447188417,0.383856613,0.282676113,0
What products should I use to get rid of acne quickly?,0.5,How can I get rid of acne and its effect?,0.5,0,0.915151557,0.620081812,1
What is the history behind the wife taking the husband's last name (surname) after marriage?,0.5,"Besides China and Korea, in what other countries does the wife not change her surname to her husband's after marriage?",0.5,0,0.901892411,0.530937437,0
Is there any formula for finding nth prime number?,0.809565942,What are good ways to find nth prime number in the fastest way?,0.982939879,0.173373937,0.759237545,0.692605213,1
What is the formula for moment of inertia of a semi hollow sphere?,0.219164215,What is the moment of inertia of a hexagonal plate?,0.5,0.280835785,0.82255631,0.371982735,0
can I use magnets to push an object in motion away from another object in motion using repulsion?,0.5,Can I process (digital image\video processing) a live video stream from a camera to detect motion & calculate object distances from camera in real time?,0.5,0,0.634001152,0.257903982,0
How many college football teams are there in the USA?,0.5,What are the top college football teams?,0.860036842,0.360036842,0.901571697,0.734580893,0
How can I link my Origin account with EA Sports? Any contact number to speak?,0.886217032,"Being a 2nd year CS student with average problem solving skill, tell me how can I prepare to get a job in the gaming industry, like in Ubisoft, EA Sports, Bethesda Game Studios, and so on?",0.867002755,0.019214277,0.637764928,0.220861429,0
Is Electricity an invention or a discovery?,0.5,Is electricity considered an invention or a discovery and why?,0.5,0,0.913304248,0.907231099,1
"What strikes first time visitors as special or unusual when they arrive in Timbuctú, Tombouctou, Mali?",0.772323164,What can I do with a 6 Mbps for download and 1 Mbps speed for upload internet?,0.5,0.272323164,0.330140055,0,0
What actually software engineer do in a software company? Is it necessary to master in coding language for the growth in company?,0.934382111,"As a Mechanical Engineer what is it like to work in an IT or software developing companies like TCS, Tech Mahindra? What are the chances of growth?",0.795920894,0.138461217,0.831526421,0.386106792,0
What would happen if Tamil Nadu split from India to form an independent country?,0.143123192,What happened to British investment in India when the country achieved independence?,0.259874155,0.116750962,0.768834768,0.405919827,0
"Is my maternal cousin's maternal cousin, my cousin?",0.248748977,"What does ""maternal cousin"" mean?",0.5,0.251251023,0.792531764,0.921539455,0
Akbar religious policy?,0.5,What do you think of people with no social media?,0.5,0,0.517881071,0,0
What should I double major with foreign language?,0.5,What are some good double majors to do with sign language and why are they useful?,0.818379997,0.318379997,0.789728367,0.662332294,0
